Index,X,Y,Width,Height,Rank
848,131,51,92,101,0.424604611
849,1239,138,37,127,0.546596674
850,1036,92,33,22,0.835134979
851,1114,320,165,161,0.284654996
852,1549,113,77,20,0.986910232
853,1010,794,194,50,0.561961621
854,1435,556,123,102,0.703476796
855,881,180,148,99,0.610732117
856,288,413,31,111,0.413211658
857,691,938,134,194,0.930963897
858,371,791,172,106,0.604164201
859,375,460,114,147,0.763291547
860,1491,741,190,186,0.022202129
861,1381,888,116,175,0.654306266
862,474,320,140,48,0.244059072
863,673,66,172,41,0.499883038
864,1444,420,41,70,0.623411428
865,797,762,89,146,0.967878873
866,535,198,153,18,0.809712768
867,1538,951,127,24,0.517408184
868,249,516,144,81,0.94653346
869,494,859,106,171,0.926025437
870,1529,422,126,159,0.251896034
871,835,731,142,143,0.894634242
872,577,127,30,117,0.042895493
873,1251,659,114,111,0.35599917
874,1385,146,94,121,0.697700609
875,831,807,158,197,0.021815347
876,447,229,132,52,0.138996538
877,287,573,116,31,0.237278021
878,1260,87,167,150,0.406042161
879,942,575,109,196,0.297050149
880,606,858,149,25,0.587455357
881,903,771,117,113,0.367233893
882,353,874,15,186,0.815948157
883,1745,831,160,34,0.681328889
884,891,265,36,147,0.833216687
885,199,689,19,122,0.91678896
886,300,876,63,189,0.149116113
887,498,186,93,34,0.062658057
888,734,109,131,193,0.66655608
889,1168,784,123,22,0.280038772
890,1331,381,198,79,0.59784927
891,1066,909,127,163,0.573473102
892,510,271,77,105,0.509827113
893,453,83,15,42,0.377554495
894,1582,977,34,142,0.859209666
895,1653,258,50,13,0.128862451
896,1650,842,115,132,0.106100175
897,1266,467,158,59,0.366129674
898,674,143,79,43,0.690484114
899,1414,169,30,50,0.214120824
900,1146,796,74,77,0.391526224
901,1689,70,25,147,0.943973482
902,536,427,23,34,0.135029694
903,1154,112,80,74,0.930628304
904,1391,552,33,116,0.312983366
905,1288,709,103,134,0.04940341
906,946,449,179,190,0.398907346
907,311,163,40,56,0.504263087
908,715,255,43,48,0.806654492
909,1756,997,52,56,0.45725701
910,218,924,155,169,0.259849681
911,905,569,165,84,0.259153991
912,1450,706,33,133,0.501194842
913,481,245,10,124,0.576972554
914,524,140,77,142,0.751173649
915,236,866,98,117,0.321118385
916,1001,79,164,75,0.188867129
917,847,564,133,26,0.504648889
918,873,809,131,106,0.084172601
919,1596,925,23,97,0.003955938
920,190,114,180,171,0.358515915
921,1627,104,22,85,0.847871189
922,1795,294,188,16,0.546954175
923,1253,459,159,200,0.646445208
924,1008,323,176,21,0.898341012
925,163,768,72,65,0.509086895
926,173,391,133,30,0.808166968
927,1564,451,195,53,0.143627722
928,811,907,65,72,0.882524303
929,864,131,181,27,0.856433213
930,459,436,91,110,0.217648346
931,870,937,168,91,0.99355526
932,833,828,25,135,0.439112424
933,900,569,146,71,0.379800869
934,1730,800,174,141,0.08717555
935,640,771,157,186,0.919211663
936,585,61,79,108,0.53503254
937,795,788,147,114,0.28024506
938,1653,514,61,176,0.022068023
939,396,93,75,41,0.317071116
940,802,679,154,181,0.487686998
941,1628,500,167,51,0.38680104
942,837,313,17,176,0.820737938
943,812,722,68,54,0.947171557
944,259,679,13,36,0.469917844
945,595,606,34,28,0.270041577
946,536,413,151,27,0.451228149
947,1043,936,17,24,0.53180795
948,1413,237,39,145,0.244036673
949,1239,113,38,62,0.223961498
950,1519,134,140,106,0.350308806
951,375,532,113,168,0.604753353
952,1173,124,138,193,0.323041212
953,974,670,172,71,0.717015368
954,83,61,130,144,0.63992019
955,1474,324,149,143,0.060740967
956,239,488,147,115,0.475317379
957,1726,599,139,80,0.371212644
958,1451,344,75,165,0.521441336
959,1749,576,103,44,0.879995007
960,1130,822,11,100,0.203757703
961,1038,140,50,136,0.313387223
962,1065,471,13,33,0.039060186
963,271,69,163,160,0.171772174
964,351,369,98,109,0.617151307
965,58,376,59,145,0.964385471
966,1424,962,21,45,0.091261763
967,363,720,41,23,0.788867682
968,1262,338,83,191,0.13353644
969,1714,930,152,25,0.907291157
970,650,821,165,56,0.319682063
971,127,447,185,117,0.316010365
972,830,86,162,108,0.373275174
973,260,198,114,32,0.563801862
974,100,870,193,38,0.358367
975,583,254,63,32,0.746727866
976,472,589,196,98,0.601221441
977,1233,732,79,101,0.249667107
978,159,269,18,187,0.457040712
979,711,209,161,131,0.051626764
980,956,693,93,47,0.61614896
981,1377,621,23,191,0.774307499
982,1494,408,22,101,0.839193032
983,128,498,133,40,0.80719609
984,1342,397,79,41,0.272896571
985,1152,883,179,78,0.999923565
986,58,505,192,175,0.880610631
987,100,546,129,85,0.374511772
988,1063,830,124,157,0.105027026
989,624,525,104,59,0.786551921
990,1441,840,66,99,0.05982728
991,1609,935,104,108,0.773609556
992,571,722,85,128,0.333088516
993,1489,423,190,29,0.295026518
994,987,866,198,81,0.418940602
995,968,464,150,41,0.757658044
996,1420,796,17,142,0.064264576
997,1492,137,17,99,0.81918995
998,1339,356,169,43,0.742061019
999,1099,333,168,151,0.141479512
1000,644,233,177,18,0.734107776
1001,384,929,120,167,0.119558248
1002,1336,531,90,22,0.226111842
1003,220,379,59,124,0.118774738
1004,55,179,37,92,0.588583588
1005,664,52,171,54,0.906168858
1006,859,808,103,200,0.1498183
1007,507,483,194,39,0.605951698
1008,1079,490,194,15,0.243211366
1009,463,960,55,49,0.854588421
1010,829,658,113,154,0.54308136
1011,1662,775,95,70,0.22117717
1012,1148,279,63,80,0.11330881
1013,771,964,164,125,0.191976084
1014,460,622,160,161,0.322535762
1015,445,271,94,26,0.408654967
1016,1598,756,109,40,0.137334889
1017,729,552,126,183,0.748391562
1018,952,915,198,101,0.428228792
1019,273,719,122,170,0.051390511
1020,820,884,157,97,0.257141513
1021,1763,366,35,176,0.747679369
1022,1156,593,111,45,0.661970276
1023,813,74,106,51,0.87223126
1024,1658,764,65,54,0.17063057
1025,1358,969,90,64,0.640361643
1026,212,550,79,61,0.051469782
1027,769,689,95,13,0.450822225
1028,766,928,166,104,0.751611478
1029,788,864,113,179,0.187390376
1030,1779,254,45,81,0.394548799
1031,1737,776,113,41,0.962022032
1032,1653,920,101,101,0.932241641
1033,1179,688,13,159,0.27504914
1034,1010,909,160,40,0.985638298
1035,1457,91,104,176,0.646331527
1036,1398,616,61,157,0.93290851
1037,1722,502,169,188,0.026956498
1038,1590,141,139,171,0.197869978
1039,1319,799,136,58,0.57196721
1040,1657,384,111,169,0.048061595
1041,1340,879,184,46,0.206480517
1042,713,52,89,105,0.134561871
1043,605,781,60,124,0.013675657
1044,940,616,18,143,0.968116077
1045,768,520,146,124,0.343715783
1046,1658,916,54,55,0.405728559
1047,894,695,197,149,0.108543723
1048,378,823,40,22,0.248550606
1049,124,141,142,189,0.051600441
1050,1142,869,150,34,0.447615281
1051,115,257,181,103,0.320729499
1052,1578,107,26,112,0.388529455
1053,608,966,152,162,0.615543455
1054,785,145,26,161,0.311934769
1055,182,692,90,192,0.613421384
1056,634,251,117,56,0.809528855
1057,136,597,125,50,0.080282387
1058,116,147,111,72,0.075536202
1059,1523,306,184,150,0.797069227
1060,768,525,181,88,0.461474958
1061,1142,370,43,96,0.95136937
1062,154,690,134,96,0.556025885
1063,566,216,57,162,0.06144361
1064,1734,550,117,98,0.495722255
1065,397,689,95,182,0.511667545
1066,378,882,39,106,0.457829573
1067,1507,433,86,117,0.295290421
1068,733,915,73,141,0.768048266
1069,1502,958,41,30,0.077405935
1070,1796,646,139,108,0.974467285
1071,1532,813,193,102,0.544293605
1072,114,140,19,17,0.712300074
1073,1103,648,145,24,0.637700867
1074,589,267,56,82,0.085687675
1075,167,313,31,66,0.658146256
1076,748,807,136,179,0.072522454
1077,1534,393,12,132,0.742246989
1078,1191,907,72,92,0.493079177
1079,301,341,46,156,0.176811834
1080,1616,957,170,41,0.045977315
1081,1747,722,39,193,0.169502846
1082,1095,61,133,192,0.700200099
1083,433,775,11,50,0.19644194
1084,114,564,186,22,0.140282105
1085,822,633,26,169,0.609346647
1086,425,500,169,93,0.369409526
1087,1531,877,33,48,0.28442991
1088,1086,482,20,171,0.245837618
1089,1788,313,20,14,0.29803466
1090,1211,596,56,96,0.912304566
1091,841,164,77,89,0.221530338
1092,436,545,95,108,0.214647553
1093,630,196,152,163,0.822889619
1094,1204,960,44,112,0.34049441
1095,1260,281,22,143,0.256401547
1096,481,966,142,190,0.589639228
1097,1485,302,161,66,0.40203458
1098,406,284,177,33,0.123501732
1099,1208,259,102,189,0.648868959
1100,894,384,85,151,0.002037029
1101,425,750,198,124,0.418428387
1102,1702,351,154,122,0.452586629
1103,694,83,181,180,0.407439458
1104,441,682,38,89,0.14657518
1105,187,224,152,68,0.535069391
1106,740,182,30,43,0.11315238
1107,1288,366,173,131,0.12682654
1108,1599,241,143,116,0.102497761
1109,632,346,172,131,0.43789798
1110,211,901,124,194,0.091225702
1111,79,129,165,56,0.660785245
1112,900,378,141,198,0.911503709
1113,1791,619,73,60,0.887448579
1114,548,395,48,48,0.317382985
1115,616,350,109,89,0.951224231
1116,738,157,87,41,0.101097656
1117,1730,954,193,23,0.231803082
1118,454,545,26,78,0.110793033
1119,468,903,50,119,0.744837706
1120,1662,352,87,101,0.735045928
1121,1683,341,29,21,0.209671069
1122,1487,993,200,74,0.886677174
1123,984,92,197,131,0.263187347
1124,123,477,54,45,0.431913985
1125,1726,458,70,46,0.731336443
1126,55,445,148,198,0.392403159
1127,1485,873,119,13,0.02004011
1128,1624,740,101,154,0.731294507
1129,571,947,182,80,0.181050302
1130,1114,620,60,21,0.073377005
1131,1368,951,106,105,0.839241111
1132,338,420,66,165,0.503591577
1133,613,212,15,34,0.970309071
1134,1125,455,44,185,0.200777577
1135,914,497,169,123,0.122151065
1136,1557,98,200,42,0.175354701
1137,855,448,138,14,0.057801073
1138,138,794,86,179,0.469926275
1139,544,359,117,41,0.169526943
1140,495,72,179,51,0.079490668
1141,1177,841,171,34,0.15270204
1142,1063,653,96,188,0.435553395
1143,1753,747,63,52,0.582135635
1144,112,105,196,30,0.945053713
1145,1750,647,133,21,0.863371294
1146,646,701,104,189,0.273595528
1147,515,204,12,13,0.451072554
1148,1557,151,182,190,0.419012172
1149,1449,218,173,14,0.862669819
1150,833,950,104,139,0.8087948
1151,559,994,79,56,0.310669941
1152,464,463,83,82,0.818208182
1153,557,233,49,190,0.085553285
1154,288,640,153,101,0.801670495
1155,1023,539,151,16,0.558901091
1156,939,197,103,155,0.241207061
1157,722,131,106,88,0.169098291
1158,341,792,161,40,0.672256182
1159,560,946,109,175,0.350019544
1160,766,649,110,187,0.570884978
1161,1799,423,59,105,0.741993873
1162,1270,723,27,79,0.206495189
1163,564,209,74,192,0.09113047
1164,490,151,128,193,0.323395719
1165,302,745,10,86,0.756393673
1166,169,429,52,184,0.397015373
1167,391,293,146,160,0.117803264
1168,774,581,77,195,0.422794034
1169,623,960,11,68,0.272069938
1170,134,394,157,167,0.903330578
1171,1080,588,13,76,0.805494501
1172,342,921,87,29,0.476920621
1173,651,357,70,199,0.754697874
1174,300,660,77,52,0.22867102
1175,1690,999,129,45,0.709062786
1176,637,661,12,106,0.488799797
1177,1260,241,192,168,0.994193385
1178,124,579,41,108,0.27777082
1179,1623,655,188,64,0.849858462
1180,800,686,79,155,0.75075419
1181,689,791,179,72,0.312126233
1182,188,966,88,22,0.766883329
1183,525,645,94,104,0.668728884
1184,197,625,106,124,0.872467935
1185,1241,817,36,142,0.97494579
1186,1031,941,21,18,0.571350706
1187,267,266,182,116,0.882601664
1188,922,332,175,110,0.771219633
1189,1714,845,142,143,0.906113562
1190,1605,425,177,82,0.515316589
1191,1180,491,152,198,0.633240099
1192,325,869,98,84,0.328393876
1193,1221,616,104,81,0.510962075
1194,567,128,59,122,0.898285146
1195,469,178,149,75,0.313601491
1196,284,315,149,142,0.108868319
1197,1697,369,11,145,0.536986789
1198,1332,122,95,37,0.948920809
1199,541,830,85,122,0.245497048
1200,407,732,104,194,0.337767798
1201,362,411,63,170,0.667166841
1202,1155,261,41,94,0.617415442
1203,1156,115,75,27,0.854994088
1204,1272,964,153,37,0.827868984
1205,966,427,199,31,0.246801958
1206,1509,112,198,49,0.406057019
1207,1169,782,91,53,0.915662332
1208,114,70,22,154,0.388010561
1209,1444,167,142,96,0.858695983
1210,966,798,25,54,0.060608366
1211,1609,258,38,113,0.423910174
1212,525,333,43,126,0.350365132
1213,609,584,118,62,0.179607099
1214,916,828,36,125,0.060409266
1215,394,96,186,71,0.478887248
1216,1465,260,55,71,0.101502276
1217,1772,931,176,42,0.124915938
1218,490,849,101,105,0.195794045
1219,1022,209,125,147,0.324589478
1220,1588,323,148,108,0.236952252
1221,1409,885,70,199,0.204860769
1222,748,552,171,190,0.176961005
1223,62,117,14,91,0.871806047
1224,1054,637,41,58,0.543153219
1225,1647,339,177,55,0.487264862
1226,1790,253,16,123,0.385829575
1227,206,949,130,138,0.852433692
1228,1792,970,143,40,0.408764125
1229,845,288,30,185,0.815432318
1230,204,91,137,38,0.466534624
1231,1560,651,192,130,0.54358012
1232,114,920,183,34,0.159173639
1233,852,375,101,107,0.260018
1234,242,145,26,184,0.100513178
1235,1406,704,40,60,0.968578041
1236,1281,735,157,85,0.64352673
1237,237,310,56,42,0.127084192
1238,248,362,151,174,0.45988263
1239,1101,410,35,46,0.022449776
1240,1671,671,199,40,0.202476937
1241,1377,74,199,68,0.413267522
1242,1301,83,53,173,0.912656469
1243,1108,825,17,156,0.793176756
1244,117,748,140,87,0.231157616
1245,833,998,162,156,0.854471054
1246,1778,983,48,129,0.016585014
1247,1228,399,157,49,0.382816813
1248,355,757,159,104,0.278362543
1249,1188,593,118,191,0.097457405
1250,1300,662,195,194,0.495585196
1251,1385,807,60,190,0.513898317
1252,796,221,88,22,0.256662745
1253,69,801,156,67,0.41563968
1254,995,326,76,75,0.540975103
1255,1371,240,169,148,0.237674325
1256,1684,300,19,101,0.884505385
1257,996,490,96,186,0.980498855
1258,1034,303,180,93,0.630241844
1259,527,163,56,171,0.102837736
1260,1642,789,130,163,0.839139513
1261,1649,76,148,200,0.616955989
1262,1488,165,45,141,0.51835492
1263,1704,256,116,143,0.808204956
1264,235,131,162,135,0.370843601
1265,1144,830,68,68,0.207334285
1266,543,647,180,75,0.532095311
1267,1614,632,23,81,0.922560453
1268,212,76,170,34,0.213948031
1269,75,624,29,172,0.859501213
1270,1578,333,95,127,0.953170673
1271,1217,506,155,107,0.563080562
1272,1790,938,120,72,0.601458946
1273,980,109,185,185,0.747797217
1274,1205,608,105,11,0.68204528
1275,362,975,71,67,0.193720565
1276,513,941,83,29,0.989149362
1277,541,310,95,143,0.257205829
1278,1353,395,142,178,0.920207168
1279,448,213,138,164,0.41442279
1280,1626,732,42,198,0.315498418
1281,665,200,92,170,0.12021688
1282,540,216,77,20,0.223545872
1283,1072,109,126,92,0.8879106
1284,1794,53,13,93,0.984533309
1285,1693,502,195,165,0.599935007
1286,1265,919,102,184,0.952291074
1287,1544,128,150,100,0.799468085
1288,1675,223,37,33,0.410666113
1289,1661,715,55,128,0.994166948
1290,386,623,100,29,0.368687011
1291,1288,936,89,28,0.881644871
1292,705,783,55,153,0.323047499
1293,660,996,129,58,0.812783208
1294,1448,149,97,99,0.825668617
1295,461,78,197,125,0.186985952
1296,1705,955,49,19,0.358822016
1297,1097,430,44,28,0.45060964
1298,1582,988,198,12,0.379508493
1299,1097,167,184,69,0.724262347
1300,1033,55,129,120,0.598731864
1301,1501,209,57,62,0.161097141
1302,681,579,170,157,0.892168184
1303,1602,862,100,180,0.719639352
1304,1033,814,18,27,0.039807461
1305,1580,981,114,194,0.024903602
1306,418,504,91,50,0.849591592
1307,1301,271,166,58,0.465127247
1308,974,972,178,183,0.203420545
1309,355,510,158,190,0.697478857
1310,1161,557,50,98,0.810538908
1311,1581,707,76,39,0.564121439
1312,1276,241,159,149,0.164191806
1313,123,103,84,179,0.526198583
1314,1221,232,194,88,0.974791193
1315,1079,902,45,165,0.282682287
1316,113,77,117,126,0.068868142
1317,650,422,58,22,0.809259876
1318,1043,284,193,24,0.773810602
1319,381,125,71,148,0.799762975
1320,1114,661,57,48,0.829768574
1321,707,726,20,116,0.953367851
1322,615,802,200,72,0.69456567
1323,1293,550,156,120,0.325266349
1324,1341,435,181,71,0.449871907
1325,1385,404,69,15,0.539692045
1326,871,76,184,95,0.093321235
1327,823,984,102,134,0.900261064
1328,1037,719,23,129,0.963116348
1329,763,792,72,196,0.591878264
1330,546,55,56,155,0.192663041
1331,569,320,130,90,0.978238139
1332,654,952,161,17,0.087838367
1333,1679,997,42,146,0.221858331
1334,765,794,198,163,0.497552389
1335,326,704,25,58,0.43975937
1336,1115,82,39,66,0.223020385
1337,1511,567,129,198,0.179276866
1338,1229,672,121,102,0.840255647
1339,414,617,91,144,0.916162535
1340,1742,292,70,105,0.247220908
1341,710,566,148,60,0.569455339
1342,798,965,142,78,0.500516743
1343,166,879,120,148,0.804634855
1344,698,969,74,45,0.028224368
1345,1395,408,41,63,0.472465191
1346,460,567,155,158,0.897649809
1347,1634,210,159,161,0.050058916
1348,1467,776,69,95,0.539799684
1349,1643,190,120,31,0.056953849
1350,275,631,68,38,0.882903587
1351,1355,560,119,12,0.994898378
1352,338,719,64,72,0.532372848
1353,1428,701,153,134,0.261489044
1354,808,589,128,10,0.218938456
1355,827,789,100,40,0.214678187
1356,1651,937,82,99,0.099942673
1357,448,664,22,116,0.131654909
1358,1618,149,136,160,0.371347905
1359,790,397,122,150,0.63632307
1360,1394,154,137,35,0.087948225
1361,431,378,16,71,0.431911161
1362,455,216,157,152,0.757817547
1363,1640,587,198,40,0.923284375
1364,697,68,143,122,0.553837229
1365,86,443,128,157,0.272233113
1366,632,381,25,191,0.741188207
1367,1799,715,152,47,0.797753025
1368,336,555,83,38,0.093954836
1369,976,783,159,179,0.97062612
1370,1323,703,145,88,0.127840082
1371,848,402,27,95,0.526957015
1372,1328,374,93,200,0.177573639
1373,1158,920,172,68,0.285131382
1374,1321,552,10,25,0.188041277
1375,345,981,31,178,0.193832788
1376,674,412,64,29,0.325185972
1377,769,59,133,125,0.265065676
1378,1299,718,11,26,0.282059047
1379,1575,849,37,41,0.012413598
1380,400,599,178,94,0.768332716
1381,1417,421,193,27,0.340466452
1382,944,311,150,126,0.53905935
1383,932,171,104,58,0.769895979
1384,1130,838,156,128,0.83887326
1385,1745,505,119,47,0.247425648
1386,1246,344,35,119,0.423059471
1387,1467,647,46,166,0.762686011
1388,613,137,146,118,0.193299076
1389,686,746,89,70,0.648594804
1390,142,723,14,61,0.757753008
1391,1327,509,162,110,0.096456032
1392,816,703,159,25,0.165086051
1393,1096,539,167,116,0.562952375
1394,1749,138,13,60,0.099987025
1395,219,229,166,155,0.331931411
1396,68,62,115,133,0.344527223
1397,1049,419,77,146,0.055330448
1398,948,692,48,42,0.955274436
1399,1792,556,103,36,0.920015688
1400,234,564,195,178,0.5966034
1401,954,255,14,138,0.691204942
1402,1748,699,91,165,0.533531282
1403,1694,647,188,159,0.62577196
1404,496,809,85,142,0.47150371
1405,1034,233,200,12,0.837854027
1406,1668,581,98,94,0.997201095
1407,961,960,123,125,0.11370564
1408,244,583,164,173,0.023267954
1409,287,341,107,14,0.209609707
1410,1664,871,97,28,0.755026213
1411,535,625,179,82,0.413695881
1412,667,826,80,113,0.548312749
1413,1242,698,45,132,0.247484076
1414,311,927,167,40,0.674044237
1415,1190,305,139,66,0.309219672
1416,1170,900,115,41,0.961148661
1417,268,683,169,178,0.836671779
1418,898,889,110,159,0.385188401
1419,1060,826,87,12,0.836021475
1420,280,893,25,111,0.670983731
1421,390,171,72,198,0.501545426
1422,1032,130,117,106,0.778224834
1423,662,161,57,93,0.305276787
1424,1781,398,123,157,0.772458384
1425,212,967,160,25,0.232591541
